TeamName,ObservationDate,RivalTeam,Attack,Midfield,Defence,TransferBudget,Defensive Style,DefensiveWidth,Depth,Offensive Style,Width,Players In Box,Corners,Free Kicks,Captain,Short Free Kick,Long Free Kick,Penalties,Left Corner,Right Corner,TeamRoster,LoanedPlayers
Sassuolo,"April 21, 2022",Bologna,77,76,71,13500000,Pressure On Heavy Touch,50,60,Balanced,60,5,3,3,Berardi,Berardi,Berardi,Berardi,Berardi,Berardi,"['Andrea Consigli', 'Mert Müldür', 'Vlad Chiricheș', 'Gian Marco Ferrari', 'Rogério', 'Davide Frattesi', 'Maxime Lopez', 'Domenico Berardi', 'Hamed Junior Traorè', 'Giacomo Raspadori', 'Gianluca Scamacca', 'Gregoire Defrel', 'Francesco Magnanelli', 'Kaan Ayhan', 'Jeremy Toljan', 'Gianluca Pegolo', 'Abdou HarrouiL', 'Giorgos Kyriakopoulos', 'Pedro Obiang', 'Federico Peluso', 'Giacomo Satalino', 'Nicolás Schiappacasse', 'Filippo Romagna', 'Filip Chay', 'Emil CeïdeL']","['Francesco Caputo', 'Jérémie Boga', 'Martin Erlić', 'Riccardo Marchizza', 'Jens Odgaard', 'Mehdi Bourabia', 'Alessandro Russo']"
Venezia,"May 2, 2022",Hellas Verona,73,72,71,4000000,Balanced,60,50,Balanced,70,5,3,3,Ceccaroni,Aramu,Aramu,Johnsen,Busio,Aramu,"['Sergio Romero', 'Tyronne EbuehiL', 'Pietro Ceccaroni', 'Mattia CaldaraL', 'Ridgeciano Haps', 'Ethan AmpaduL', 'Gianluca Busio', 'Domen Ju Yeop', 'Mattia Aramu', 'Thomas Henry', 'Dennis Johnsen', 'Jean-Pierre NsameL', 'David OkerekeL', 'Nani', 'Cristian Molinaro', 'Luca Lezzerini', 'Sofian KiyineL', 'Dor Peretz', 'Michaël Cuisance', 'Niki Mäenpää', 'Luca Fiordilino', 'Tanner Tessmann', 'Michael Svoboda', 'Marco Modolo', 'Maximilian Ullmann', 'Aleš Matějů', 'Antonio Vacca', 'Damiano PecileL', 'Arnór Sigurðsson', 'Jack NagguezL', 'Bruno Bertinato']","['Pasquale Mazzocchi', 'Daan Heymans']"
Salernitana,"April 11, 2022",Benevento,71,71,68,4000000,Balanced,50,50,Long Ball,70,5,3,3,,Verdi,,Verdi,,,"['Luigi SepeL', 'Luca RanieriL', 'Radu Drăgușin', 'Federico Fazio', 'Pasquale MazzocchiL', 'Lassana Coulibaly', 'Ivan Radovanović', 'Grigoris Kastanos', 'Simone VerdiL', 'Lys MoussetL', 'Federico BonazzoliL', 'Milan Páucar', 'Diego Perotti', 'Andrea Schiavone', 'Vid Belec', 'Joel Obi', 'Paweł JaroszyńskiL', 'Wajdi Kechrida', 'Matteo RuggeriL', 'Nadir SabiriL', 'Leonardo Capezzi', 'Vincenzo Fiorillo', 'Riccardo Gagliolo', 'Frédéric Veseli', 'Norbert Gyömbér', 'Mamadou CoulibalyL', 'Emil Bohinen', 'Francesco Di Tacchio']",[]
AS Saint-Étienne,"April 11, 2022",Olympique Lyonnais,75,73,72,12000000,Drop Back,40,40,Balanced,60,4,3,3,Khazri,Khazri,Khazri,Khazri,Khazri,Boudebouz,"['Paul BernardoniL', 'Sada ThioubL', 'Harold Moukoudi', 'Mickaël Nadé', 'Timothée Kolodziejczak', 'Mahdi Camara', 'Lucas Gourna', 'Ryad Boudebouz', 'Denis Bouanga', 'Wahbi Khazri', 'N. Monte Neyou', 'Adil Aouchiche', 'Loosli Spajić', 'Saïdou Sow', 'Etienne Green', 'Romain Hamouma', 'Arnaud Nordin', 'Bakary Sako', 'Miguel Trauco', 'Gabriel Silva', 'Aimen Moueffek', 'Abdoulaye Bakayoko', 'Assane Dioussé', 'Boubacar Fall', 'Bilal Benkhedim', 'Maxence Rivera', 'Falaye SackoL', 'Qiming Maçon', 'Joris Gnagnon', 'Enzo CrivelliL']","['Sergi Palencia', 'Jean-Philippe Krasso', 'Charles Abi']"
RC Lens,"April 21, 2022",LOSC Lille,74,76,75,8500000,Pressure On Heavy Touch,50,60,Balanced,50,6,3,3,Fofana,Clauss,Clauss,Kakuta,Clauss,Clauss,"['Wuilker Faríñez', 'Jonathan Clauss', 'Jonathan Gradit', 'Kevin Danso', 'Facundo Medina', 'Massadio Haïdara', 'Cheick Doucouré', 'Seko Fofana', 'Gaël Kakuta', 'Florian Sotoca', 'Arnaud KalimuendoL', 'David Costa', 'Patrick Berg', 'Przemysław Frankowski', 'Christopher Wooh', 'Jean-Louis Leca', 'Wesley Saïd', 'Ignatius Ganago', 'Lacerda Cahuzac', 'Corentin Jean', 'Deiver Machado', 'Samba Sow', 'Jules Keita', 'Ibrahima Baldé', 'Lacerda Pandor', 'Valentino Lesieur', 'Mamadou Camara']","['Simon Banza', 'Steven Fortes', 'Gaëtan Robail', 'Ismaël Boura', 'Jonathan Varane', 'Tom Ducrocq']"
1. FSV Mainz 05,"April 21, 2022",Eintracht Frankfurt,74,74,75,9000000,Pressure On Heavy Touch,50,60,Long Ball,60,3,3,3,Niakhaté,Widmer,Widmer,Niakhaté,Aarón,Aarón,"['Robin R. Ballivian', 'Silvan Widmer', 'Alexander Hack', 'Stefan Bell', 'Moussa Niakhaté', 'Aarón', 'Jean-Paul Boëtius', 'Anton Stach', 'Lee Jae Sung', 'Jonathan Burkardt', 'Karim Onisiwo', 'Dominik KohrL', 'Paul Nebel', 'Daniel Brosinski', 'David Nemeth', 'Finn Dahmen', 'Marcus IngvartsenL', 'Leandro Barreiro Martins', 'Anderson Lucoqui', 'Jeremiah St. Juste', 'Niklas Tauer', 'Kevin Stöger', 'Delano BurgzorgL', 'Merveille Papela', 'Lasse Rieß', 'Omer Hanin']","['Ronaël Pierre-Gabriel', 'Luca Kilian', 'Edimilson Fernandes', 'Dimitri Lavalée', 'Jonathan Meier', 'Marlon Suliman Mustapha']"
Arsenal,"April 25, 2022",Tottenham Hotspur,82,80,77,77500000,Balanced,50,40,Balanced,60,5,3,3,Lacazette,Dumitrașcu,Dumitrașcu,Lacazette,Saka,Saka,"['Aaron Ramsdale', 'Cédric', 'Benjamin White', 'Gabriel', 'Nuno Tavares', 'Bukayo Saka', 'Albert Sambi Lokonga', 'Granit Xhaka', 'Gabriel Martinelli', 'Martin Dumitrașcu', 'Alexandre Lacazette', 'Nicolas Pépé', 'Emile Smith Rowe', 'Mohamed Elneny', 'Omari Hutchinson', 'Bernd Leno', 'Eddie Nketiah', 'Rob Holding', 'Kieran Tierney', 'Thomas Partey', 'Takehiro Tomiyasu', 'Charlie Patino', 'Arthur Okonkwo', 'Miguel Azeez', 'James Olayinka', 'Joel Ideho', 'Danilo Barbosa Swanson', 'Joel López', 'Cătălin Cîrjan', 'Amahl Monlouis', ""Salah-Eddine Oulad M'Hand"", 'Ben Cottrell', 'Marcelo Flores']","['Mattéo Guendouzi', 'William Saliba', 'Lucas Torreira', 'Héctor Bellerín Moruno', 'Ainsley Maitland-Niles', 'Konstantinos Mavropanos', 'Pablo Marí', 'Reiss Nelson', 'Auston Trusty', 'Rúnar Alex Rúnarsson', 'Daniel Ballard', 'Folarin Balogun']"
Inter,"April 11, 2022",Milan,82,82,83,99500000,Balanced,50,60,Balanced,50,4,3,3,Handanovič, Sanchez,Brozović, Sanchez,Brozović,Brozović,"['Samir Handanovič', 'Milan J. Plada', 'Stefan Serrarens', 'Alessandro Bastoni', 'Marcelo Brozović', 'Denzel Dumfries', 'Nicolò Barella', 'Hakan R. Sanchez', 'Ivan Perišić', 'Edin Džeko', 'Lautaro Martínez', 'Alexis Sánchez', 'Matteo Darmian', ""Danilo D'Ambrosio"", 'Federico Dimarco', 'Ionuț Andrei Radu', 'Arturo Vidal', 'Matias Vecino', 'Felipe CaicedoL', 'Joaquín CorreaL', 'Andrea Ranocchia', 'Roberto Gagliardini', 'Aleksandar Kolarov', 'Alex Cordaz', 'Robin GosensL']","['Stefano Sensi', 'Valentino Lazaro', 'Pablo Larrea Vanheusden', 'Andrea Pinamonti', 'Dalbert', 'Eddie Salcedo', 'Sebastiano Esposito', 'Darian Males']"
FC Barcelona,"April 21, 2022",Real Madrid,83,85,81,130000000,Balanced,60,80,Possession,30,7,3,3,Sergio Busquets,Dembélé, Silva, Silva, Silva, Silva,"['Marc-André Imrân', 'Daniel Alves da Silva', 'Ronald Araujo', 'Piqué', 'Jordi Alba', 'Sergio Busquets', 'Frenkie Rodríguez Serrano', 'Pedri', 'Ousmane Dembélé', 'Pierre-Emerick Aubameyang', 'Ferran Torres', 'Adama TraoréL', 'Eric García', 'Sergiño Dest', 'Neto', 'Memphis Depay', 'Luuk Rodríguez SerranoL', 'Nico González', 'Ansu Fati', 'Steiger', 'Sergi Roberto', 'Clément Lenglet', 'Samuel Umtiti', 'Martin Braithwaite', 'Mingueza', 'Riqui Puig', 'Arnau Tenas']","['Antoine Griezmann', 'Coutinho', 'Miralem Pjanić', 'Trincão', 'Rey Manaj', 'Iñaki Peña', 'Youngeun']"
Napoli,"April 21, 2022",Juventus,82,79,76,56000000,Balanced,60,60,Balanced,70,8,3,3,Insigne,Insigne,Insigne,Insigne,Fabián,Politano,"['David Ospina', 'Amir Rrahmani', 'Kalidou Koulibaly', 'Mário Rui', 'André-Franck GiordanaL', 'Fabián', 'Piotr Park Dong Jin', 'Matteo Politano', 'Victor Osimhen', 'Lorenzo Insigne', 'Dries Mertens', 'Hirving Lozano', 'Stanislav Lobotka', 'Eljif Elmas', 'Alex Meret', 'Diego Demme', 'Faouzi Ghoulam', 'Andrea Petagna', 'Kévin Malcuit', 'Axel TuanzebeL', 'Adam Ounas', 'Giovanni Di Lorenzo']","['Arkadiusz Milik', 'Sebastiano Luperto']"
Stade de Reims,"April 25, 2022",ESTAC Troyes,72,72,74,8500000,Drop Back,60,40,Balanced,70,3,3,3,Abdelhamid,Flips,Flips,Mbuku,Kebbal,Mbuku,"['Predrag Rajković', 'Maxime BusiL', 'Wout Faes', 'Abdelhamid Soliman Abdelhamid', 'Ghislain Konan', 'Azor Matusiwa', 'Marshall Munetsi', 'Ilan Kebbal', 'Alexis Flips', 'Nathanaël Mbuku', 'Hugo Ekitike', 'Jens-Lys Cajuste', 'Thomas Foket', 'Andreaw Gravillon', 'Bradley Locko', 'W. Nem Diouf', 'Mitchell Hyeong Hin', 'El Bilal Touré', 'Moreto Cassamá', 'Dion Lopy', 'Moussa Doumbia', 'Anastasios Donis', 'Valon Berisha', 'Fraser Hornby', 'Arbër Techera', 'Sambou Sissoko', 'Nicolas Penneteau']","['Rafik Guitane', 'Kaj Sierhuis', 'Dereck Kutesa', 'Thibault De Smet', 'Moustapha Mbow', 'Noa Cervantes']"
Cagliari,"April 25, 2022",Napoli,75,72,69,10000000,Drop Back,60,50,Balanced,60,5,3,3,João Pedro,João Pedro,Marin,João Pedro,Marin,João Pedro,"['Alessio Cragno', 'Giorgio Altare', 'Edoardo Goldaniga', 'Andrea Carboni', 'Alberto GrassiL', 'Raoul BellanovaL', 'Nahitan Nández', 'Răzvan Marin', 'DalbertL', 'Gastón Pereiro', 'João Pedro', 'Keita Baldé', 'Alessandro Deiola', 'Matteo LovatoL', 'Charalampos Lykogiannis', 'Boris Radunović', 'Leonardo Pavoletti', 'Luca Ceppitelli', 'Gabriele O. Islas', 'Daniele Baselli', 'Simone Aresti', 'Kevin StrootmanL', 'Sebastian Walukiewicz', 'Marko Rog', 'Lisandru Tramoni', 'Damir Ceter']","['Giovanni Simeone', 'Guglielmo Vicario', 'Senna Miangue']"
Bayern München,"April 25, 2022",Borussia Dortmund,92,85,82,100000000,Pressure On Heavy Touch,40,80,Possession,80,8,3,3,Neuer,Sané,Sané,Lewandowski,Kimmich,Kimmich,"['Manuel Neuer', 'Benjamin Pavard', 'Dayot Upamecano', 'Niklas Süle', 'Alphonso Davies', 'Joshua Kimmich', 'Leon Goretzka', 'Leroy Sané', 'Kingsley Coman', 'Thomas Müller', 'Robert Lewandowski', 'Marcel Sabitzer', 'Jamal Musiala', 'Omar Richards', 'Tanguy Nianzou', 'Sven Ulreich', 'Eric Maxim Choupo-Moting', 'Serge Gnabry', 'Marc Roca', 'Bouna Sarr', 'Josip Stanišić', 'Christian Früchtl', 'Lucas Hernández', 'Corentin Tolisso', 'Malik Tillman', 'Taylor Booth', 'Jamie Lawrence', 'Timo Kern']","['Alexander Nübel', 'Chris Richards', 'Joshua L. Maciel', 'Adrian Fein', 'Lars Lukas Mai', 'Jann-Fiete Arp', 'Ron-Thorben Hoffmann']"
Girondins de Bordeaux,"April 11, 2022",Olympique de Marseille,73,74,72,9000000,Balanced,50,50,Balanced,50,3,3,3,Costil,Adli,Adli,Hwang Ui Jo,Adli,Adli,"['Benoît Costil', 'Timothée PembéléL', 'Stian Rode Gregersen', 'Marcelo', 'Anel AhmedhodžićL', 'Gideon MensahL', 'Alberth ElisL', 'Jean Onana', 'Josuha GuilavoguiL', 'J. Montero AdliL', 'Hwang Ui Jo', 'Rémi Oudin', 'Enock Kwateng', 'Ricardo MangasL', 'Gaëtan Poussin', ""M'Baye Niang"", 'Javairô DilrosunL', 'Jimmy Briand', 'Mexer', 'Tom Lacoux', 'Issouf Sissokho', 'Mehdi Carvalho Porfírio', 'Sékou Mara', 'Amadou Traoré', 'Davy Rouyard', 'Dilane Bakwa', 'Abdel Medioub', 'Paul Baysse', 'Tidiane Malbec']","['Josh Maja', 'Raoul Bellanova']"
TSG 1899 Hoffenheim,"April 21, 2022",VfB Stuttgart,77,77,76,28000000,Balanced,50,50,Balanced,60,8,3,3,Baumann,Kramarić,Raum,Kramarić,Kramarić,Raum,"['Oliver Baumann', 'Pavel Kadeřábek', 'Stefan Posch', 'Florian Grillitsch', 'Kevin Vogt', 'David Raum', 'Christoph Baumgartner', 'Diadié Samassékou', 'Andrej Kramarić', 'Ihlas Bebou', 'Munas Dabbur', 'Dennis Geiger', 'Angelo Stiller', 'Kevin Akpoguma', 'Chris RichardsL', 'Philipp Pentke', 'Georginio Rutter', 'Jacob Bruun Larsen', 'Robert Skov', 'Fisnik Asllani', 'Håvard Nordtveit', 'Kasim Adams Nuhu', 'Sebastian Rudy', 'Justin CheL', 'Noah König', 'Marco John', 'Luca Philipp', 'Ermin Bičakčić', 'Benjamin Hübner', 'Nahuel Noll']","['Sargis Adamyan', 'Konstantinos Stafylidis', 'Klauss', 'David Otto', 'Maximilian Beier', 'Melayro Bogarde', 'Ilay Elmkies']"
Stade de Reims,"April 25, 2022",ESTAC Troyes,72,72,74,8500000,Drop Back,60,40,Balanced,70,3,3,3,Abdelhamid,Flips,Flips,Mbuku,Kebbal,Mbuku,"['Predrag Rajković', 'Maxime BusiL', 'Wout Faes', 'Abdelhamid Soliman Abdelhamid', 'Ghislain Konan', 'Azor Matusiwa', 'Marshall Munetsi', 'Ilan Kebbal', 'Alexis Flips', 'Nathanaël Mbuku', 'Hugo Ekitike', 'Jens-Lys Cajuste', 'Thomas Foket', 'Andreaw Gravillon', 'Bradley Locko', 'W. Nem Diouf', 'Mitchell Hyeong Hin', 'El Bilal Touré', 'Moreto Cassamá', 'Dion Lopy', 'Moussa Doumbia', 'Anastasios Donis', 'Valon Berisha', 'Fraser Hornby', 'Arbër Techera', 'Sambou Sissoko', 'Nicolas Penneteau']","['Rafik Guitane', 'Kaj Sierhuis', 'Dereck Kutesa', 'Thibault De Smet', 'Moustapha Mbow', 'Noa Cervantes']"
La Spezia,"April 11, 2022",Genoa,71,69,70,2700000,Balanced,50,60,Balanced,60,5,3,3,Maggiore,Verde,Verde,Gyasi,Verde,Verde,"['Ivan Provedel', 'Kelvin Amian', 'Martin ErlićL', 'Dimitrios Nikolaou', 'Arkadiusz RecaL', 'Giulio Maggiore', 'Simone Bastoni', 'Emmanuel Gyasi', 'Rey ManajL', 'Daniele Verde', 'Viktor KovalenkoL', 'Jacopo Sala', 'Petko Hristov', 'Jeroen Sozer', 'Eddie SalcedoL', 'Kevin AgudeloL', ""M'Bala Nzola"", 'Salva Ferrer', 'Janis Antiste', 'Ebrima ColleyL', 'Mehdi BourabiaL', 'Léo Sena']",[]
Southampton,"April 11, 2022",Portsmouth,75,76,75,32500000,Balanced,50,50,Balanced,50,4,3,3,Ward-Prowse,Ward-Prowse,Ward-Prowse,Ward-Prowse,Ward-Prowse,Ward-Prowse,"['Fraser Forster', 'Tino Livramento', 'Jan Bednarek', 'Mohammed Salisu', 'Kyle Walker-Peters', 'Stuart Armstrong', 'James Ward-Prowse', 'Oriol Romeu', 'Mohamed Elyounoussi', 'Ché Adams', 'Armando BrojaL', 'Adam Armstrong', 'Shane Long', 'Theo Walcott', 'Romain Perraud', 'Alex McCarthy', 'Nathan Redmond', 'Moussa Djenepo', 'Jack Stephens', 'C. Fierro Valery', 'Ibrahima Diallo', 'Lyanco', 'Nathan Tella', 'Will Smallbone', 'Willy Caballero', 'Harry Lewis', 'Thierry Small', 'Kgaogelo Chauke', 'Oludare Olufunwa', 'Ryan Finnigan']","['Jake Vokins', 'Kayne Ramsay', 'Dan Nlundulu', 'Will Ferry', 'Dynel Simeu', 'Caleb Watts']"
Burnley,"April 21, 2022",Blackburn Rovers,77,75,76,22000000,Balanced,40,50,Long Ball,60,3,3,3,Tarkowski,Westwood,Westwood,Weghorst,Westwood,McNeil,"['Nick Pope', 'Connor Roberts', 'Nathan Collins', 'James Tarkowski', 'Charlie Taylor', 'Aaron Lennon', 'Ashley Westwood', 'Josh Brownhill', 'Dwight McNeil', 'Wout Weghorst', 'Maxwel Cornet', 'Ashley Barnes', 'Matěj Vydra', 'Matthew Lowton', 'Kevin Long', 'Wayne Hennessey', 'Jay Rodriguez', 'Jack Cork', 'Erik Pieters', 'Jóhann Berg Guðmundsson', 'Dale Stephens', 'Ben Mee', 'Phil Bardsley', 'Bobby Thomas', 'Lewis Richardson', 'Will Norris', 'Max Thompson', 'Anthony Gomez Mancini', 'Mark Helm', 'Joe McGlynn', 'Sam Waller', 'Robert Harker']","['Bailey Peacock-Farrell', 'Adam Phillips', 'Anthony Glennon', 'Richard Nartey', 'Jacob Bedeau', 'Joel Mumbongo', 'Lukas Jensen']"
Borussia M'gladbach,"April 25, 2022",1. FC Köln,78,78,77,25000000,Pressure On Heavy Touch,60,60,Balanced,60,7,3,3,Sommer,Plea,Ginter,Plea,Hofmann,Hofmann,"['Wiedwald Sommer', 'Matthias Ginter', 'Nico Elvedi', 'Jordan Beyer', 'Stefan Lainer', 'Kouadio Manu Koné', 'Florian Neuhaus', 'Ramy Bensebaini', 'Jonas Hofmann', 'Alassane Plea', 'Breel Embolo', 'Christoph Kramer', 'Patrick Herrmann', 'Marvin Friedrich', 'Joe Scally', 'Tobias Sippel', 'Lars Stindl', 'Marcus Thuram', 'Keanan Bennetts', 'Luca Netz', 'Tony Jantschke', 'Jan Olschowsky', 'László Bénes', 'Mamadou Doucouré', 'Sander Christiansen', 'Jacob Italiano', 'Kaan Kurt', 'Mika Schroers', 'Conor Noß', 'Jonas Kersken']","['Hannes Wolf', 'Moritz Nicolas', 'Andreas Poulsen', 'Rocco Reitz', 'Torben Müsel']"
FC Augsburg,"April 25, 2022",Bayern München,74,75,71,9500000,Balanced,50,50,Balanced,60,3,3,3,Dorsch,Gregoritsch,Caligiuri,Gregoritsch,Maier,Maier,"['Rafał Gikiewicz', 'Felix Uduokhai', 'Reece Oxford', 'Frederik Winther', 'Daniel Caligiuri', 'Arne MaierL', 'Niklas Dorsch', 'Iago', 'André Hahn', 'Ruben Vargas', 'Michael Gregoritsch', 'Carlos Gruezo', 'Jan Morávek', 'Robert Gumny', 'Mads Pedersen', 'Tomáš Koubek', 'Florian Niederlechner', 'Ricardo Pepi', 'Alfreð Finnbogason', 'Raphael Framberger', 'Andi Mrčela', 'Fredrik Jensen', 'Lasse Günther', 'Noah Joel Sarenren Bazee', 'Tobias Strobl', 'Daniel Klein', 'Tim Civeja', 'Dominic Schmidt', 'Felix Schwarzholz', 'Dion Berisha', 'Jeffrey Gouweleeuw']","['Sergio Córdova', 'Felix Götze', 'Maurice Malone', 'Jozo Stanić', 'Lukas Petkov', 'Benjamin Leneis']"
SpVgg Greuther Fürth,"April 25, 2022",1. FC Nürnberg,70,69,72,1900000,Balanced,60,60,Balanced,50,6,3,3,Hrgota,Tillman,Raschl,Hrgota,Tillman,Tillman,"['Andreas Linde', 'Sebastian Griesbeck', 'Maximilian Bauer', 'Nick Viergever', 'Simon Asta', 'Max Christiansen', 'Tobias Raschl', 'Luca ItterL', 'Branimir Hrgota', 'Timothy Tillman', 'Jamie Leweling', 'Dickson Abiama', 'Jeremy Dudziak', 'Julian Green', 'Sascha Burchert', 'Jessic NgankamL', 'Paul Seguin', 'Elias Kratzer', 'Gideon Jung', 'Leon Schaffran', 'Afimico Pululu', 'Abdourahmane Barry', 'Marco Meyerhöfer', 'Håvard Nielsen', 'Robin Kehr', 'Mert-Yusuf Torlak', 'Marius Funk', 'Lasse Schulz']",['Nils Seufert']
VfL Wolfsburg,"April 25, 2022",Hannover 96,77,78,76,40000000,Press After Possession Loss,70,50,Balanced,60,6,3,3,Casteels,Arnold,Arnold,Arnold,Arnold,Arnold,"['Koen Casteels', 'Maxence Lacroix', 'Sebastiaan Bornauw', 'John Brooks', 'Ridle Baku', 'Xaver Schlager', 'Maximilian Arnold', 'Jérôme Roussillon', 'Max Kruse', 'Jonas Wind', 'Lukas Nmecha', 'Renato Steffen', 'Lacerda Gerhardt', 'Aster Vranckx', 'Kevin Mbabu', 'Pavao Pervan', 'Maximilian Philipp', 'Dodi LukébakioL', 'Micky Löder', 'Felix Nmecha', 'Philipp Schulze', 'Paulo Otávio', 'Luca Waldschmidt', 'Kevin Paredes', 'Anselmo Garcia MacNulty', 'Niklas Klinger', 'Bartosz Białek', 'William']","['Josuha Guilavogui', 'Josip Brekalo', 'Marin Pongračić', 'Elvis Rexhbeçaj', 'Omar Marmoush', 'Tim Siersleben']"
Everton,"April 25, 2022",Liverpool,78,78,77,49000000,Balanced,50,50,Balanced,60,3,3,3,Coleman,Gordon,Gordon,Calvert-Lewin,Gordon,Gordon,"['Jordan Pickford', 'Séamus Coleman', 'Ben Godfrey', 'Michael Keane', 'Vitaliy Mykolenko', 'Allan', 'Abdoulaye Doucouré', 'Donny RöslerL', 'Anthony Gordon', 'Dominic Calvert-Lewin', 'Richarlison', 'Salomón Rondón', 'Andros Townsend', 'Alex Iwobi', 'Mason Holgate', 'Asmir Begović', 'Dele Alli', 'Demarai Gray', 'Anwar El GhaziL', 'André Gomes', 'Tom Davies', 'Fabian Delph', 'Luís Mina', 'Jarrad Branthwaite', 'Jonjoe Kenny', 'Cenk Tosun', 'Nathan Patterson', 'Lewis Dobbin', 'Gylfi Sigurðsson', 'Kyle John', 'Andy Lonergan', 'Tyler Onyango', 'Ryan Astley']","['Moise Kean', 'João Virgínia', 'Ellis Simms', 'Niels Nkounkou', 'Nathan Broadhead', 'Lewis Gibson']"
Real Betis Balompié,"April 21, 2022",Sevilla FC,80,79,78,16000000,Press After Possession Loss,60,70,Balanced,60,7,3,3,Guardado,Fekir,Canales,,Fekir,Fekir,"['Claudio Bravo', 'Héctor Bellerín MorunoL', 'Germán Pezzella', 'Bartra', 'A. Stephens', 'Guido Rodríguez', 'Andrés Guardado', 'Canales', 'Juanmi', 'Nabil Fekir', 'William Carvalho', 'Víctor Ruiz', 'Miranda', 'Montoya', 'Rui Silva', 'Willian JoséL', 'Joaquín', 'Opazo Sabaly', 'Edgar', 'Cristian Tello', 'Diego Lainez', 'Aitor Ruibal', 'Camarasa', 'Paul Akouokou', 'Rodri', 'Bešić Fekir', 'Kike Hermoso', 'Raúl García', 'Juan Cruz', 'José Lara', 'Gonçalo CardosoL', 'Joel Robles']","['Loren', 'Daniel Martín Fernández', 'Rober']"
1. FC Union Berlin,"April 21, 2022",Hertha BSC,73,73,74,6500000,Balanced,40,40,Long Ball,70,4,3,3,Trimmel,Trimmel,Trimmel,Awoniyi,Trimmel,Trimmel,"['Andreas Luthe', 'Christopher Trimmel', 'Timo BaumgartlL', 'Robin Knoche', 'Dominique Heintz', 'Niko Gießelmann', 'Genki Haraguchi', 'Rani Khedira', 'Grischa Prömel', 'Sheraldo Becker', 'Taiwo Awoniyi', 'Sven Michel', 'Levin Zárraga', 'Paul Jaeckel', 'Frederik Rønnow', 'Andreas Voglsammer', 'Kevin Behrens', 'Kevin Möhwald', 'Julian Ryerson', 'Keita Endo', 'Laurenz Dehl', 'András Schäfer', 'Anthony Ujah', 'Mathis Bruns', 'Jakob Busk', 'Suleiman Abdullahi']","['Marcus Ingvartsen', 'Paweł Wszołek', 'Rick Høgh', 'Tymoteusz Puchacz', 'Lennart Moser', 'Leon Dajaku', 'Tim Maciejewski']"
Eintracht Frankfurt,"April 25, 2022",1. FSV Mainz 05,77,76,77,25000000,Balanced,60,50,Balanced,60,5,3,3,Rode,Kostić,Kostić,Kostić,Kamada,Kostić,"['Kevin Trapp', 'Tuta', 'Martin Hinteregger', 'Evan Ndicka', 'Ansgar KnauffL', 'Djibril Sow', 'Sebastian Rode', 'Filip Kostić', 'Jesper Lindstrøm', 'Daichi Kamada', 'Rafael Santos Borré', 'Makoto Hasebe', 'Kristijan JakićL', 'Ajdin Hrustić', 'Danny Aramide', 'Jens Grahl', 'Gonçalo Paciência', 'Jens Petter HaugeL', 'Christopher Lenz', 'Ragnar Ache', 'Erik Durm', 'Sam LammersL', 'Diant Ramaj', 'Almamy Touré', 'Stefan Ilsanker', 'Timmy Chandler', 'Aymen Barkok', 'Gianluca Schäfer', 'Jan Schröder']","['Dominik Kohr', 'Ali Akman', 'Igor Matanović', 'Fynn Otto', 'Elias Bördner', 'Martin Pečar']"
Fiorentina,"April 21, 2022",Juventus,76,77,77,25000000,Balanced,40,50,Balanced,60,8,3,3,Biraghi,Bonaventura,Bonaventura,Biraghi,Biraghi,González,"['Pietro Terracciano', 'OdriozolaL', 'Nikola Milenković', 'Lucas Martínez Quarta', 'Cristiano Biraghi', 'Giacomo Bonaventura', 'Lucas TorreiraL', 'Alfred Duncan', 'Nicolás González', 'Krzysztof PiątekL', 'Riccardo Sottil', 'José Callejón', 'Riccardo Saponara', 'Jonathan Ikoné', 'Gaetano Castrovilli', 'Bartłomiej Drągowski', 'Arthur Cabral', 'Igor', 'Sofyan Amrabat', 'Lorenzo Venuti', 'Aleksa Terzić', 'Matija Nastasić', 'Vides Maleh', 'Antonio Rosati', 'Alexandr Kokorin', 'Louis Munteanu']","['Federico Chiesa', 'Erick Pulgar', 'Jacob Rasmussen', 'Christian Kouamé', 'Szymon C. Larotonda', 'Marco Benassi', 'Luca Ranieri']"
Cádiz CF,"April 25, 2022",Málaga CF,77,75,73,2000000,Drop Back,40,40,Fast Build Up,80,5,3,3,Salvi Sánchez,A. Oviedo,A. Oviedo,A. Oviedo,A. Oviedo,A. Oviedo,"['Jeremías Conan Ledesma', 'Akapo', 'Víctor Chust GarcíaL', 'Alfonso Espino', 'Salvi Sánchez', 'A. Oviedo', 'Rubén AlcarazL', 'Oussama IdrissiL', 'Lucas Pérez', 'Negredo', 'Jens Jønsson', 'Federico San Emeterio DíazL', 'Fali', 'Iza Carcelén', 'David Gil', 'Anthony Lozano', 'Rubén Sobrino', 'Alberto Perea', 'Iván Alejo', 'Juan Cala', 'Florin AndoneL', 'Varazdat Haroyan', 'Tomás Alarcón', 'José Mari', 'Santiago Arzamendia', 'Chapela', 'Bastida', 'Carrasco', 'Juan Flere']","['Garrido', 'Ribera', 'Jorge Pombo', 'Mayoral', 'Del Pino Mago', 'Nano Mesa', 'Martín Calderón']"
